,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
114,5,14,20,26,13,5,5,29,14,14,14,9,16,2,27,27,27,27,27,19,10,10,9,15,8,20,19,15,27,27,9,21,19,24,24,10,26,28,27,25,6,19,5,2,19,4,29,11,26,28,27,11,27,28,27,27,13,17,16,19,27,27,13,20,13,28,19,6,5,29,19,29,9,13,13,20,26,15,14,14,21,29,5,9,8,5,16,27,29,8,27,20,20,26,27,25,14,5,16,19,14,13,6,28,9,5,26,4,21,10,29,22,8,19,8,29,9,12,6,17,7,19,27,27,19,4,25,25,22,22,12,6,12,28,28,13,5,25,9,5,6,10,10,27,6,27,27,19,21,9,24,27,3,12,16,27,25,21,7,27,28,5,3,5,10,13,13,5,10,22,8,8,24,24,17,16,24,5,20,16,16,27,9,24,25,26,10,28,27,27,13,13,27,19,14,13,7,29,11,5,12,25,4,12,10,16,14,8,19,25,19,8,4,10,10,7,21,25,5,16,8,27,8,3,27,10,14,11,25,27,25,27,19,14,25,5,5,19,9,21,9,5,9,15,11,25,9,27,27,23,14,17,8,11,5,28,25,7,6,24,17,12,5,25,15,9,22,27,19,15,8,23,12,19,12,12,25,25,27,21,25,27,29,10,10,5,5,16,22,21,11,19,9,19,20,26,14,19,9,25,22,26,10,23,27,5,6,9,8,16,27,2,8,3,27,25,7,27,13,28,9,28,10,10,25,9,10,22,22,19,19,19,24,25,3,3,6,22,28,3,19,9,14,19,7,18,5,8,23,28,15,17,13,25,8,14,29,12,15,29,12,28,9,5
115,27,14,26,26,11,25,9,7,14,14,15,19,13,19,27,27,27,27,29,14,21,27,25,6,8,27,18,25,27,27,9,21,27,5,16,9,10,28,3,27,19,27,27,2,13,13,29,27,29,28,3,11,27,28,19,26,27,20,27,9,27,27,13,17,29,15,6,14,4,20,19,14,15,7,15,20,29,11,6,14,21,8,5,14,16,2,5,6,6,20,7,20,20,26,15,27,20,5,11,11,14,13,17,20,29,26,23,18,5,6,22,11,19,27,29,25,19,6,6,27,11,7,18,27,7,4,25,27,22,22,25,6,13,28,28,15,9,25,22,27,4,10,12,18,27,27,27,5,21,9,24,3,12,12,27,16,25,19,28,3,5,19,26,25,10,13,13,15,24,5,27,19,16,25,9,24,12,5,6,5,27,27,5,3,5,10,10,14,27,27,27,20,19,27,29,13,5,29,29,5,22,19,11,25,10,7,15,8,19,14,11,15,25,13,7,7,21,10,5,16,8,4,8,6,13,14,21,11,22,27,25,21,8,5,25,5,5,19,9,21,9,18,21,5,11,24,6,10,25,11,11,12,25,6,19,9,28,6,5,9,7,2,5,25,27,25,22,27,11,25,11,23,8,25,20,12,14,28,27,10,25,9,29,10,10,19,8,2,8,14,19,15,4,19,19,26,19,19,8,25,26,27,15,15,6,22,6,6,9,16,5,8,20,25,3,25,11,10,13,25,9,10,20,10,26,14,6,22,9,19,25,19,24,28,3,3,6,11,16,7,2,5,14,9,24,5,12,19,22,28,27,27,17,20,17,27,29,28,11,11,5,7,9,27
116,27,9,27,12,11,14,26,26,14,14,27,7,19,25,13,5,27,27,27,23,12,27,9,10,6,27,5,27,27,5,27,9,16,5,27,5,12,26,3,25,27,3,27,2,24,13,25,5,26,14,27,11,3,28,19,26,27,7,20,9,27,27,13,7,29,29,15,14,7,11,19,29,19,7,11,20,9,19,6,16,16,11,11,9,16,5,6,9,6,8,27,3,20,26,15,27,20,29,25,11,14,13,29,11,29,11,26,4,18,10,12,22,13,25,25,29,9,14,9,5,7,11,27,27,8,4,11,27,22,22,5,6,25,28,28,27,29,25,9,5,27,10,6,27,22,27,27,25,9,9,24,3,12,12,25,16,25,24,27,15,11,12,9,8,10,13,3,22,26,22,9,8,26,12,29,25,12,10,6,16,27,27,5,5,8,10,10,17,27,27,13,25,24,19,9,5,19,29,29,11,22,25,15,14,13,27,15,8,19,11,28,25,8,29,29,7,21,8,8,19,8,8,6,6,13,27,21,19,22,21,27,5,25,14,11,5,5,28,27,21,5,5,21,5,13,12,5,19,25,25,11,14,14,15,14,8,28,4,5,9,27,27,19,25,25,15,17,27,11,25,11,11,12,25,11,16,25,25,27,5,27,27,14,5,10,6,11,7,8,21,15,27,27,19,3,14,19,19,8,5,26,27,15,5,17,8,6,8,24,5,12,2,6,7,27,25,27,27,12,5,9,9,19,12,26,14,10,22,9,9,16,26,14,25,3,15,20,24,28,13,2,9,14,9,5,18,12,8,22,28,24,12,29,20,15,14,29,25,11,11,12,3,21,27
117,8,9,27,25,11,14,20,14,14,14,29,19,27,23,19,25,27,27,9,27,27,27,9,6,6,27,5,27,27,27,27,21,16,5,16,3,12,10,27,27,14,3,27,28,13,12,3,5,26,28,3,19,19,28,8,5,27,17,13,9,6,6,29,7,13,9,6,17,24,21,19,10,5,13,10,20,26,19,6,11,7,11,5,9,16,5,5,9,6,28,13,20,28,26,29,27,20,29,9,8,14,24,26,26,29,5,25,19,18,10,12,11,7,25,9,11,9,9,6,5,5,18,4,25,8,4,11,21,22,22,22,29,21,28,28,9,24,25,25,20,8,8,8,8,19,27,27,6,8,9,27,3,19,25,25,9,25,24,27,18,29,13,9,8,10,13,27,22,26,22,8,19,25,18,14,25,28,10,6,16,28,27,28,24,3,3,10,12,14,27,13,25,27,11,29,14,22,19,4,5,25,4,10,14,14,14,7,8,19,19,25,8,14,13,13,7,21,8,17,15,8,5,6,6,6,24,24,21,16,13,9,27,27,5,25,5,5,9,6,28,19,24,17,15,14,29,22,19,29,3,5,17,16,13,9,9,8,19,27,9,27,12,5,25,27,28,22,9,19,25,11,29,12,25,25,15,25,25,18,19,29,22,14,8,8,27,5,9,8,21,15,21,27,25,27,19,19,19,19,5,10,27,24,5,12,8,6,8,9,5,12,8,8,7,27,25,27,15,22,25,9,9,3,10,9,9,10,18,29,19,25,19,6,12,3,3,6,11,5,5,2,26,26,5,27,28,12,27,9,28,28,9,7,20,7,27,7,5,10,11,24,28,21,5
118,8,25,15,5,11,26,5,29,14,14,27,11,19,9,23,25,27,27,6,9,4,27,5,8,6,27,22,27,27,6,27,8,27,5,27,5,12,14,26,25,6,5,13,2,24,12,9,5,25,27,27,26,7,18,27,5,9,3,16,6,6,27,13,7,19,27,12,6,25,23,19,16,5,13,11,27,19,19,6,11,9,16,11,25,14,9,6,6,10,28,27,13,28,26,5,27,20,5,25,5,11,13,22,11,29,4,14,4,18,6,29,11,8,25,25,27,19,6,4,5,7,18,7,5,15,8,7,25,17,19,22,18,25,28,5,9,25,27,5,10,8,27,8,15,27,27,21,19,21,25,27,3,5,25,25,5,2,9,5,18,22,10,8,8,10,13,12,20,27,22,9,8,25,19,9,12,7,5,24,16,16,27,28,29,24,10,10,14,27,27,20,25,14,27,29,14,21,29,3,8,5,25,12,18,10,14,15,11,19,5,25,22,15,10,25,8,14,29,6,14,8,5,6,17,13,24,24,24,25,13,6,25,5,25,3,5,11,4,27,21,27,6,3,5,19,12,22,13,8,25,5,17,14,27,9,9,5,3,9,19,13,29,11,5,27,16,22,27,8,25,11,11,15,28,12,18,25,25,17,27,25,9,14,8,8,27,4,2,24,22,27,27,27,27,2,19,19,22,2,8,6,10,15,10,26,8,19,8,16,5,8,8,28,28,19,25,5,15,13,25,9,9,28,10,13,9,14,25,29,19,19,19,4,25,3,3,6,10,19,19,2,9,15,6,27,28,12,8,9,28,3,20,17,12,17,4,29,7,5,9,26,28,9,5
119,8,12,27,15,5,10,26,14,14,13,11,24,5,9,9,27,27,27,27,24,5,9,27,8,6,27,5,27,27,21,27,9,16,27,19,5,5,20,27,25,21,5,13,27,24,12,5,24,25,27,9,19,13,9,27,9,27,6,14,13,6,19,18,20,25,27,13,6,5,23,19,27,27,13,17,9,27,19,6,4,25,29,5,29,14,9,7,26,6,28,3,9,28,26,15,27,27,29,29,19,11,13,22,11,29,5,25,6,18,6,29,11,12,9,3,9,6,6,25,5,7,29,27,19,11,13,7,22,25,19,22,6,25,11,9,14,14,18,5,5,4,27,8,27,27,27,19,11,8,25,19,19,14,27,11,21,25,9,27,27,13,12,8,8,10,13,27,17,25,22,9,16,26,24,9,27,27,5,6,19,16,15,28,24,24,10,10,14,27,25,27,25,9,27,9,14,21,21,29,11,5,4,10,25,14,25,9,11,19,9,25,25,25,13,25,13,21,21,9,6,6,5,6,28,8,24,24,15,21,14,27,5,5,8,26,5,24,19,6,10,5,27,9,20,22,25,22,19,25,25,11,11,14,13,19,9,7,4,3,25,3,6,11,5,22,25,22,27,8,25,11,11,24,28,19,21,15,5,17,9,27,14,14,25,8,27,4,27,24,22,27,27,21,25,27,19,5,19,19,6,27,28,15,3,22,26,9,8,24,12,12,12,25,25,19,5,27,15,13,19,9,9,11,10,10,14,18,5,27,19,26,19,14,12,27,27,20,22,19,4,2,9,3,26,27,28,13,10,9,28,28,27,27,12,17,25,29,7,15,11,5,28,9,28
120,21,5,27,15,10,8,9,14,14,29,29,19,5,25,9,29,27,3,14,14,21,14,5,5,6,27,10,27,27,27,27,27,6,27,24,5,6,22,27,25,21,3,13,27,7,25,13,5,25,27,27,26,9,9,6,9,27,6,14,13,6,27,9,16,5,27,27,6,23,13,6,13,27,7,17,27,27,13,6,5,25,5,5,20,14,9,8,3,6,6,3,9,28,26,16,27,27,29,14,19,11,13,17,11,29,15,29,14,21,6,8,27,9,9,3,6,19,6,6,5,7,18,13,8,13,13,13,22,12,19,22,22,25,28,27,9,25,25,5,5,6,8,27,19,27,19,21,27,5,27,3,19,5,3,3,21,25,19,27,11,8,10,3,6,10,13,21,9,27,29,9,19,25,19,23,27,24,21,6,16,16,15,14,24,24,10,10,26,27,20,13,25,6,27,29,14,4,27,4,11,25,25,16,19,10,14,9,29,19,19,25,11,8,4,10,14,7,6,3,22,8,14,5,5,24,24,24,21,21,22,6,25,27,8,25,25,9,4,4,29,27,14,5,6,14,12,5,19,25,25,5,17,14,13,19,9,7,5,9,25,24,10,16,25,15,19,27,27,19,25,11,25,12,28,25,15,25,29,12,26,22,5,14,27,19,6,20,8,5,22,15,27,25,25,27,19,5,12,12,8,6,26,5,5,29,19,6,8,11,12,22,8,25,7,20,5,15,15,22,9,9,9,28,29,10,14,14,14,27,19,25,26,26,5,9,3,20,14,19,12,2,27,19,19,27,19,12,9,28,28,26,27,21,27,17,4,21,21,27,14,11,28,9,28
121,21,5,15,11,27,14,26,14,27,29,29,25,22,19,27,29,27,6,13,29,17,14,27,8,19,27,27,27,27,19,17,27,5,27,9,5,5,10,14,21,21,5,13,29,27,6,17,16,16,27,3,28,27,9,16,7,6,16,28,9,29,7,19,20,21,27,10,6,17,23,12,13,27,27,13,27,27,13,6,5,27,5,5,20,9,9,7,6,6,6,16,9,28,26,26,16,20,20,17,19,11,13,14,11,27,11,24,5,13,29,29,27,9,7,13,6,19,27,5,16,10,29,13,16,19,22,10,22,5,22,22,6,25,28,27,9,5,14,5,28,6,27,19,27,22,27,5,11,27,25,3,12,5,25,3,21,25,26,6,29,5,10,27,4,10,13,9,15,8,27,8,16,26,3,9,16,12,21,29,5,16,15,5,5,25,10,10,14,27,27,5,13,14,6,13,9,21,10,4,8,16,18,12,25,29,14,7,9,19,19,11,28,5,11,25,14,7,21,28,27,9,14,5,6,21,12,24,7,22,22,6,22,8,14,25,21,11,19,6,9,22,14,7,23,22,25,22,19,8,7,16,12,16,13,21,9,5,27,9,19,3,10,16,14,27,16,27,27,19,25,5,11,8,25,15,18,25,9,9,10,5,5,14,8,4,22,4,25,19,22,21,27,27,25,8,19,21,5,3,6,6,25,13,9,25,19,3,5,24,3,19,25,28,11,11,17,19,19,14,14,9,11,28,18,10,14,11,5,27,19,26,19,5,24,19,27,20,6,9,27,2,2,19,19,27,9,12,12,28,28,26,5,27,27,17,27,27,19,19,9,28,28,9,27
122,22,15,27,27,10,14,9,14,24,27,19,25,25,2,29,29,27,17,9,10,17,6,27,5,8,10,10,5,19,21,27,9,7,27,5,14,3,14,27,21,21,3,13,9,21,27,9,16,8,27,3,7,3,28,9,16,9,9,14,9,24,19,19,13,10,27,27,20,27,27,12,13,27,27,13,27,9,13,6,5,21,5,10,5,11,9,8,27,6,9,16,9,28,26,26,27,27,27,17,19,27,13,5,11,29,5,26,4,21,18,29,5,9,19,19,5,19,17,5,21,14,29,15,9,11,3,5,25,11,6,22,7,24,19,27,17,5,29,5,5,5,6,9,27,27,27,25,17,21,19,3,12,12,3,3,6,21,27,6,11,8,12,3,12,10,10,15,14,8,27,9,24,21,6,9,12,6,16,20,29,16,27,15,16,24,26,12,12,27,27,13,9,14,27,13,9,4,22,4,11,5,24,6,6,6,19,7,29,19,24,11,25,25,25,25,22,14,13,5,15,9,14,25,10,6,14,24,7,19,29,12,22,25,11,5,21,24,19,4,5,21,22,7,5,10,25,3,19,7,25,16,12,13,13,9,9,7,27,9,19,24,6,16,27,25,7,27,15,9,25,12,17,25,25,25,22,25,25,17,5,5,14,14,8,8,6,4,24,21,25,27,27,27,25,24,28,19,11,25,25,6,25,5,9,9,26,19,8,28,27,22,12,25,7,19,13,27,25,14,5,9,9,15,26,21,26,13,9,10,19,24,4,5,5,26,27,27,19,19,27,2,2,26,19,27,28,18,18,28,28,26,7,5,27,20,11,16,19,19,5,23,28,3,26
123,5,5,15,11,10,14,14,13,27,20,12,25,23,16,29,29,11,9,10,5,29,6,27,27,27,10,27,5,5,5,27,9,27,27,27,14,14,27,19,21,21,5,5,9,2,6,19,27,8,5,8,25,24,28,9,25,16,27,27,9,19,19,5,16,10,14,27,24,27,20,15,12,27,13,11,9,28,5,5,21,21,27,5,29,27,9,8,6,9,9,16,7,10,26,26,16,27,20,13,17,27,19,20,7,27,15,15,4,21,5,12,22,9,19,5,24,19,10,5,12,11,29,19,27,19,11,17,22,19,6,14,13,25,19,27,9,4,14,5,5,22,6,19,27,22,27,29,22,19,5,25,5,18,3,3,25,25,27,5,29,8,10,3,12,10,10,5,20,16,22,16,8,9,16,12,16,6,13,16,18,28,27,5,16,3,27,10,12,27,27,28,13,14,5,21,20,4,8,5,8,16,25,6,6,6,19,9,19,5,19,11,5,25,25,25,3,13,21,22,27,25,14,25,6,10,6,24,7,27,17,6,5,5,25,5,21,11,19,6,29,21,12,18,20,10,25,5,19,7,25,15,12,6,13,3,9,7,27,19,19,3,6,5,10,15,27,17,13,19,25,7,29,25,25,12,6,25,25,27,10,5,14,14,24,8,6,4,8,24,16,27,27,27,27,24,21,6,5,25,9,6,25,5,13,5,26,19,19,14,27,9,26,8,24,9,17,27,25,26,14,9,26,12,6,10,24,10,5,12,9,25,19,5,24,8,8,27,10,19,27,19,27,27,28,5,9,18,15,28,28,26,9,20,27,17,17,22,19,9,26,26,28,5,19
124,5,5,11,21,10,14,5,16,13,29,25,12,22,25,9,25,5,9,25,29,22,6,27,26,27,27,24,5,21,27,27,9,9,5,5,29,2,11,27,27,21,26,3,9,5,3,21,6,8,27,18,27,24,18,5,7,9,27,27,27,3,3,26,3,16,13,27,20,27,20,19,19,27,11,29,27,15,29,5,24,18,12,27,7,11,9,5,27,6,9,7,25,19,26,26,29,27,27,23,9,27,13,13,11,29,5,12,6,21,3,29,22,9,2,24,5,19,5,27,5,29,25,19,19,13,11,25,25,11,7,7,27,11,17,10,17,29,14,5,8,6,6,8,27,15,19,21,27,27,5,19,5,17,3,3,24,2,5,9,29,5,10,27,4,10,10,27,6,22,27,19,9,9,5,9,12,16,13,16,7,28,27,15,16,19,27,10,12,27,27,21,26,29,5,13,14,14,15,5,27,5,6,19,6,6,19,9,19,8,24,11,10,25,19,25,27,13,21,29,27,4,14,25,6,10,29,24,21,22,22,6,22,15,6,5,9,11,19,5,29,6,22,18,19,29,18,29,19,7,25,17,12,6,13,3,3,7,27,27,19,24,5,5,14,13,27,9,29,25,9,8,19,12,25,29,6,25,25,9,14,19,14,29,22,8,27,29,8,5,16,27,27,12,27,24,25,19,25,14,9,3,3,14,13,25,19,19,9,14,28,20,24,28,25,17,14,27,25,26,14,9,26,12,6,21,26,19,5,27,26,28,26,26,24,9,27,27,19,9,27,19,27,24,19,28,19,27,18,28,28,26,27,27,24,27,10,19,19,19,8,26,28,3,19
125,9,11,5,28,10,14,17,13,20,13,22,9,9,4,25,29,9,9,10,5,29,22,27,16,27,27,5,21,5,6,17,9,5,5,5,25,2,10,27,27,25,13,5,9,2,6,21,27,8,4,27,12,24,5,7,27,25,9,27,19,7,27,27,16,27,27,27,27,27,27,19,9,9,13,7,27,27,27,25,5,8,5,27,25,25,9,7,9,9,19,16,3,10,26,26,11,27,23,27,15,27,13,20,6,5,11,29,6,18,3,29,5,9,5,5,5,18,17,5,23,10,29,8,19,19,7,17,19,11,7,16,20,11,19,27,17,5,29,5,8,16,12,19,27,19,27,19,22,5,8,25,5,5,25,3,25,9,9,6,29,29,10,21,4,10,10,27,22,8,27,16,9,9,14,29,12,20,2,16,7,28,3,15,25,10,14,20,12,27,15,27,25,11,5,10,24,9,8,27,19,6,6,16,3,9,19,9,19,19,19,11,5,5,25,25,3,13,13,10,27,14,14,25,5,5,3,24,7,27,18,6,22,27,13,6,11,5,15,19,28,22,10,15,23,11,5,29,19,7,25,17,12,6,13,3,29,13,27,19,25,10,16,5,14,5,27,9,25,19,6,3,6,12,8,15,6,15,29,25,19,28,14,5,22,5,27,19,4,29,16,26,27,19,27,24,25,11,25,14,12,27,3,5,27,9,19,19,19,19,28,20,9,9,19,19,16,27,15,19,14,9,9,27,18,25,27,15,22,27,19,26,26,7,19,27,27,17,9,19,27,28,15,19,28,27,19,21,18,28,9,9,9,10,17,14,10,19,9,19,8,26,28,3,7
126,11,8,5,14,14,9,20,13,9,29,25,12,9,25,9,29,9,9,9,22,5,6,27,27,27,27,27,5,19,9,26,9,27,5,27,11,14,14,21,13,25,27,25,25,5,22,14,27,10,18,27,24,19,24,21,21,25,3,5,27,27,16,25,27,28,19,21,27,27,9,6,27,21,7,5,27,27,9,17,9,5,12,27,9,9,9,7,19,16,9,7,29,10,19,26,27,27,27,17,15,27,13,24,9,27,5,12,6,21,3,20,27,27,17,24,13,18,27,27,5,11,25,5,5,13,22,8,25,11,7,26,11,11,19,27,9,5,27,25,10,10,19,8,21,22,27,19,27,5,25,11,25,22,25,25,27,13,5,9,4,29,8,21,4,27,10,16,27,8,27,19,2,25,14,29,16,10,5,16,27,28,6,25,19,25,14,20,27,27,21,25,26,5,5,13,14,10,5,15,3,6,9,16,3,7,28,28,19,27,19,11,10,19,25,13,27,13,19,2,25,14,14,25,6,29,8,24,5,27,17,6,4,25,22,6,11,11,19,5,10,21,22,4,20,29,5,27,19,7,25,17,19,6,13,5,5,13,27,4,8,14,21,11,12,12,13,9,9,9,9,20,19,12,25,15,6,25,25,8,9,22,5,9,9,9,27,4,8,4,4,26,12,19,27,24,25,12,14,14,25,9,13,5,10,9,19,19,27,19,27,27,19,27,28,28,25,27,25,13,14,9,28,19,18,21,27,19,5,26,27,22,6,26,28,6,27,19,9,9,27,19,17,8,28,19,19,21,18,28,28,9,9,27,17,7,7,13,9,19,8,21,24,6,7
127,12,8,5,11,14,14,8,16,27,9,11,22,29,4,29,5,9,14,9,10,10,10,27,27,27,27,5,5,27,9,24,27,9,5,27,25,14,10,27,27,11,27,9,25,5,6,25,14,24,4,25,25,24,21,21,24,13,16,5,5,27,24,21,27,27,19,21,27,27,9,9,27,21,7,7,5,16,6,9,7,9,27,27,13,16,9,19,19,28,19,27,24,19,19,27,27,27,7,27,15,27,19,19,26,5,5,13,6,6,9,8,9,27,9,6,3,19,27,25,23,14,25,8,19,19,7,5,25,19,7,16,20,11,29,6,27,5,27,10,5,21,5,14,13,29,19,21,22,21,15,11,22,6,25,11,19,25,5,27,4,14,8,21,12,10,13,5,27,7,27,19,25,14,9,29,24,10,9,24,27,9,20,25,25,25,8,18,27,24,5,20,25,5,5,5,5,27,16,19,27,6,6,16,28,28,28,28,27,16,19,29,10,19,26,27,27,20,9,5,25,14,15,25,29,5,6,7,15,27,14,6,22,7,11,5,14,11,22,5,10,6,18,13,17,22,18,5,19,19,21,29,6,6,6,5,29,13,27,16,8,14,10,5,15,25,27,27,9,14,9,3,6,16,25,12,15,29,13,12,25,25,11,5,18,8,16,8,8,4,27,24,12,10,27,24,25,12,23,14,9,14,19,5,10,25,20,6,9,19,27,12,4,23,28,28,19,27,19,28,9,9,9,27,27,21,5,27,5,27,26,19,26,26,19,27,27,8,19,19,27,9,9,19,19,19,28,21,28,28,9,27,15,27,15,27,27,19,15,26,5,22,3,12,5
128,12,12,5,29,13,9,15,28,27,29,14,12,9,19,27,27,9,9,9,5,10,22,27,27,27,27,5,24,27,27,27,9,27,5,27,19,14,14,23,25,25,27,9,13,2,29,8,14,5,5,27,25,24,21,25,25,13,19,27,5,19,24,29,27,27,27,21,27,28,4,20,27,29,21,25,29,25,10,11,7,27,6,9,9,20,8,26,19,27,11,3,27,19,28,12,28,27,11,21,27,13,19,19,5,11,20,13,27,9,19,8,5,27,27,3,17,6,5,27,27,14,25,29,19,13,28,11,25,19,20,16,11,11,29,6,9,5,27,5,5,14,11,19,13,19,19,25,27,22,25,11,12,12,25,27,29,25,5,6,4,8,5,14,19,27,13,27,27,14,27,19,2,25,14,24,24,10,24,6,13,11,13,25,12,20,9,20,27,10,21,5,25,10,11,27,27,9,19,8,9,6,6,6,28,28,28,27,26,9,24,6,12,12,26,13,27,27,5,5,27,4,7,25,26,5,10,7,5,27,18,6,22,25,24,29,29,24,27,5,15,6,15,18,20,10,6,8,8,14,25,29,15,6,6,6,29,29,27,25,5,4,10,5,12,29,11,27,9,19,21,3,12,12,26,15,15,21,25,16,26,25,14,14,22,9,27,4,8,4,3,26,20,10,27,24,25,25,23,26,14,27,5,5,10,17,23,26,9,19,27,20,17,25,28,28,24,21,28,28,9,9,9,26,27,21,27,15,20,7,27,19,26,19,19,27,27,27,16,27,27,9,9,28,14,19,27,18,18,18,9,9,27,27,18,17,19,27,19,9,5,20,5,5,5
129,12,8,15,11,14,14,11,27,29,29,19,9,19,19,27,25,27,9,9,5,10,23,17,8,9,27,5,24,24,6,9,9,9,5,27,19,14,14,27,25,13,3,25,10,21,2,22,6,27,5,16,25,24,24,21,25,13,16,19,5,5,5,25,14,27,13,22,27,9,13,8,18,29,16,29,29,20,8,8,8,27,27,29,9,19,5,26,27,21,5,3,27,19,19,14,24,18,27,5,27,13,8,19,5,27,6,28,9,13,16,12,9,27,5,27,15,6,5,25,5,14,29,22,25,15,7,8,10,19,14,16,11,11,19,6,9,5,14,5,5,17,5,8,27,19,19,19,27,22,25,25,12,12,25,25,29,13,5,5,29,8,8,19,27,8,13,27,27,27,7,19,9,27,14,24,24,10,24,8,13,11,21,5,25,29,8,5,27,16,25,25,16,3,5,11,27,27,8,5,9,6,6,16,28,3,27,28,28,27,15,9,19,6,27,27,27,27,19,27,9,4,9,6,26,6,6,7,23,27,18,6,22,25,25,5,9,4,27,6,5,5,5,18,9,10,24,28,19,7,25,15,14,13,13,5,24,8,27,19,8,4,6,16,26,14,7,27,9,25,9,19,12,16,25,25,12,8,9,25,29,9,11,14,10,8,20,6,19,24,16,26,26,12,27,24,25,10,29,9,14,15,13,27,10,8,17,19,9,19,27,12,19,6,28,27,19,27,19,17,9,21,9,26,5,27,27,6,7,27,27,27,26,14,26,27,27,27,6,17,27,27,9,9,28,19,27,18,28,28,9,27,18,27,27,14,9,27,18,18,16,27,24,12,19
130,12,15,12,22,14,9,8,27,16,29,19,9,19,8,29,25,27,9,9,22,22,23,15,8,4,16,27,7,25,5,17,9,9,5,27,19,11,13,27,28,13,9,25,10,21,21,6,27,15,5,16,25,24,27,21,21,20,9,16,5,19,9,14,11,27,19,13,27,9,9,27,27,27,26,2,29,27,15,8,6,27,27,9,27,5,5,27,27,21,5,3,4,27,19,14,11,27,14,5,27,13,7,18,12,27,27,12,9,29,5,16,27,9,17,6,15,6,27,6,23,14,29,5,25,13,13,2,25,12,20,20,20,11,11,6,5,5,8,10,5,21,5,27,19,19,25,19,17,11,5,5,20,6,28,11,13,13,13,21,4,27,8,19,22,27,27,27,27,27,27,19,16,27,5,24,5,26,19,8,13,28,21,14,14,29,9,5,27,11,16,3,13,16,6,9,25,27,16,5,9,16,6,3,28,28,28,19,26,27,27,12,7,26,27,27,27,9,18,5,27,4,13,24,26,19,6,25,23,27,29,27,19,25,8,5,29,4,19,10,6,5,25,5,9,10,19,28,8,12,28,11,25,13,10,9,11,13,27,18,24,13,5,5,14,15,27,27,9,25,9,19,6,6,3,12,12,6,13,29,25,29,11,11,29,9,9,19,22,24,26,14,19,27,27,24,25,28,25,25,14,3,14,9,10,15,27,15,24,5,28,6,27,19,27,27,3,27,24,27,9,9,28,28,27,27,27,28,27,27,19,19,14,26,26,26,27,27,27,17,27,27,8,8,17,17,7,18,18,28,9,9,28,27,14,28,9,27,19,26,19,27,26,24,19
131,13,15,15,22,14,9,23,16,27,19,19,5,9,9,27,29,27,27,9,22,6,19,15,5,27,16,5,24,12,5,28,29,9,5,27,11,14,19,27,21,13,27,25,10,25,5,22,27,27,27,8,6,24,21,21,25,26,9,16,27,27,11,24,14,27,27,27,13,28,27,27,27,18,4,2,29,29,5,8,6,27,8,29,27,10,5,9,11,21,5,3,28,27,19,14,5,11,19,13,27,13,7,25,19,27,6,19,5,29,14,5,6,9,9,9,5,19,27,27,5,29,25,29,8,6,7,29,15,12,20,20,20,11,11,12,9,12,4,6,5,9,5,8,20,19,19,11,17,21,19,11,29,6,25,5,13,25,10,27,14,27,5,8,6,27,13,27,16,27,7,19,11,9,11,29,24,26,11,22,13,21,14,14,15,29,19,5,27,25,16,24,13,19,7,28,25,11,9,5,14,10,10,11,6,11,28,17,28,27,13,13,16,15,27,27,27,11,17,28,10,4,6,24,8,28,22,25,14,27,5,13,22,14,8,9,5,25,4,14,5,10,15,25,25,13,5,22,8,18,12,27,6,13,10,6,8,13,27,27,19,25,12,5,12,27,13,27,9,25,9,19,9,16,18,25,12,25,15,15,10,5,11,14,22,13,9,11,4,21,25,14,13,10,27,24,6,9,9,25,14,14,14,10,25,5,10,3,24,19,15,20,4,25,19,17,27,27,19,28,27,9,28,28,5,27,27,27,5,27,19,19,14,26,18,26,26,22,5,8,8,20,9,29,28,17,17,15,28,28,9,9,3,27,27,28,7,27,10,18,3,27,15,24,9
