,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
1844,6,2,21,11,25,19,8,14,28,12,8,16,19,15,15,15,11,20,11,15,5,26,11,22,15,8,27,27,3,19,15,3,22,21,26,11,14,6,2,25,21,14,14,27,19,7,5,25,12,13,20,7,25,11,14,6,25,5,14,10,17,25,14,13,14,17,8,8,6,6,6,14,26,3,27,14,28,25,22,6,5,11,14,25,19,25,25,14,8,24,25,7,5,7,9,19,8,27,8,6,8,15,3,20,6,6,25,23,8,20,27,28,6,9,25,25,14,6,27,9,19,6,6,5,25,6,6,8,6,8,6,6,20,29,6,25,22,5,6,14,22,28,22,22,14,25,14,20,29,6,4,6,14,6,6,27,19,6,14,22,8,8,17,13,13,27,27,15,6,9,9,9,5,5,20,27,5,9,27,6,8,16,24,6,7,25,28,26,15,6,6,17,13,19,17,5,25,19,27,10,4,11,25,6,8,25,6,6,6,16,8,6,26,6,9,25,19,5,24,8,14,4,16,6,19,10,12,19,12,6,29,9,9,9,21,14,22,12,12,6,17,13,10,29,5,19,24,28,13,14,11,12,14,22,22,6,9,19,25,3,3,3,15,25,29,22,25,13,22,25,9,11,11,29,29,5,14,27,22,29,19,15,21,15,11,2,27,9,25,19,26,14,6,8,6,10,27,8,18,2,27,29,11,11,28,25,25,18,6,6,20,19,9,9,19,28,26,9,14,6,27,15,22,21,29,29,7,24,26,27,27,22,11,29,14,15,8,25,11,9,9,9,25,11,27,29,15,29,28,9,9,6,26,25,28,15,26,8,26,6,27,5,17,27
1845,25,26,26,9,25,25,8,11,11,8,15,11,19,15,15,15,11,15,11,8,15,15,13,13,15,15,26,5,14,15,7,19,14,26,13,11,12,25,25,25,20,14,12,27,22,25,5,5,10,28,20,7,29,11,17,9,15,14,28,3,14,25,14,14,20,20,19,8,20,3,6,29,26,6,28,17,22,28,7,2,13,5,14,25,19,9,20,25,14,5,6,6,6,6,6,6,6,8,8,8,8,14,3,6,25,6,25,6,6,27,27,19,22,25,26,25,25,25,20,14,29,6,6,5,6,25,8,8,6,6,6,6,6,14,6,22,25,14,14,22,22,5,5,22,17,14,14,27,29,6,22,9,6,14,6,27,27,19,22,25,14,8,17,13,13,27,27,15,9,27,21,13,5,5,27,29,11,5,20,6,8,16,7,7,16,28,28,28,27,9,26,19,13,19,27,27,24,19,22,10,27,8,6,26,26,9,6,12,26,27,16,13,25,6,9,6,14,24,24,8,27,5,16,5,20,10,22,11,22,15,29,9,9,24,24,22,11,22,12,9,24,9,10,29,5,25,21,15,16,3,11,14,29,8,6,28,27,19,26,9,3,10,28,22,29,22,19,25,15,29,9,14,11,29,5,15,14,24,10,27,5,11,27,21,11,2,27,26,19,11,11,26,3,28,26,10,27,8,8,2,29,15,23,11,28,25,8,7,18,10,10,3,29,21,28,28,9,15,26,27,27,24,5,22,28,28,7,26,26,5,27,22,11,29,15,23,8,12,9,3,2,9,25,3,9,29,28,29,10,28,10,24,21,25,2,15,3,14,14,6,27,10,27,18
1846,24,15,5,9,11,17,3,14,11,8,11,11,9,15,15,15,11,15,3,12,15,15,13,13,15,14,27,5,29,9,14,19,22,26,13,9,10,7,19,25,27,14,12,27,19,14,25,5,17,28,20,20,20,11,14,9,14,5,5,28,25,11,14,13,13,20,14,8,20,6,6,11,25,4,4,10,22,5,19,2,25,5,29,25,14,14,20,25,2,10,4,6,6,6,6,9,6,14,8,6,6,8,21,28,6,25,25,9,14,5,27,6,6,6,25,6,25,18,20,8,29,6,6,5,6,6,6,8,6,8,8,6,19,8,25,22,14,15,14,22,22,5,28,27,14,17,14,27,14,6,5,9,27,27,13,27,19,6,25,7,14,17,27,13,27,27,27,19,22,27,4,25,5,16,7,8,20,25,16,6,7,6,16,6,28,28,26,7,27,13,13,27,16,19,13,27,27,27,22,27,27,27,6,19,8,7,6,6,19,8,8,13,25,14,19,6,26,27,27,27,9,5,5,5,15,19,22,19,25,10,23,29,25,27,24,21,11,22,9,11,24,13,26,26,29,5,5,3,26,14,11,14,22,5,5,27,19,14,26,27,27,20,19,16,12,19,28,15,28,25,9,29,11,29,24,11,14,27,9,5,5,14,6,21,11,21,27,9,8,11,11,26,12,27,15,10,27,27,8,2,27,29,26,11,28,28,6,7,8,7,29,18,27,9,19,15,28,28,15,21,27,27,5,16,27,28,26,26,15,17,5,22,11,26,14,14,19,27,27,7,5,9,25,25,29,11,28,29,26,5,10,24,16,25,29,19,5,14,26,3,27,5,8,15
1847,14,2,9,25,11,25,3,11,22,12,15,25,18,15,15,11,11,15,15,15,15,15,10,13,15,14,27,27,19,3,14,14,6,26,26,9,6,7,25,27,14,24,9,20,19,14,25,11,17,28,20,7,25,11,25,6,14,4,5,11,14,22,14,27,20,6,8,8,13,6,6,9,6,19,4,4,15,25,22,6,25,5,14,25,8,9,6,26,10,14,4,6,8,19,8,6,27,9,9,6,8,8,6,6,25,25,7,6,27,8,8,11,2,9,6,6,25,6,10,25,5,5,6,20,6,6,19,8,25,25,4,5,8,8,6,22,15,14,22,22,22,14,22,5,17,27,6,5,6,6,24,19,5,27,27,27,27,5,25,25,6,17,27,27,5,13,9,13,27,27,18,20,5,5,27,27,28,9,19,19,6,6,26,15,19,26,27,19,27,27,27,11,19,14,13,20,20,6,5,7,2,6,6,27,8,6,6,29,26,8,8,13,25,11,19,14,10,6,21,11,9,11,5,25,20,24,15,19,14,24,25,9,22,5,22,19,22,22,11,5,9,6,27,29,14,19,19,3,5,3,11,29,22,9,27,26,19,12,17,27,6,27,24,19,12,25,25,9,28,25,9,29,29,14,29,24,18,27,27,5,5,6,20,4,11,21,29,22,19,11,26,14,28,28,6,5,27,21,7,25,27,15,5,8,28,28,25,6,8,10,10,2,27,27,29,15,28,28,24,22,11,27,22,11,25,19,8,25,26,15,15,22,11,11,14,14,8,12,27,11,25,9,25,28,9,11,28,29,10,9,10,19,24,25,21,15,22,14,12,6,5,10,27,18
1848,9,22,9,9,25,25,3,14,14,12,15,28,3,16,15,11,20,15,15,20,15,29,10,13,3,14,2,21,27,25,5,23,9,28,11,9,10,7,25,27,14,17,27,14,14,14,19,5,14,28,14,20,28,15,20,14,14,3,25,28,3,4,14,28,6,14,11,14,19,6,6,9,25,25,28,14,22,8,22,2,6,5,29,25,8,8,6,25,6,25,20,6,8,6,14,6,9,29,6,19,8,28,6,5,25,25,7,25,16,8,8,11,28,6,20,6,6,6,8,8,27,7,6,6,6,6,6,8,25,25,29,6,8,8,5,22,14,25,15,22,22,5,22,27,5,28,5,6,29,6,18,6,6,27,27,27,19,21,8,5,12,27,27,13,20,27,9,25,27,27,4,5,5,16,7,29,25,28,24,7,6,9,26,16,19,17,13,13,27,27,13,5,25,14,4,4,20,27,27,5,2,6,6,6,8,14,26,29,26,8,8,19,19,11,19,6,6,6,21,11,9,11,19,2,28,22,22,11,14,15,6,22,24,28,9,29,22,5,26,11,24,9,19,25,25,14,14,5,5,11,29,29,8,6,10,5,24,24,9,27,6,24,24,4,28,25,25,9,9,25,12,29,29,29,9,27,14,27,5,5,25,25,25,27,21,27,2,9,19,11,26,21,14,28,7,5,3,15,8,24,9,15,3,27,28,28,28,7,10,11,2,2,27,27,15,15,5,28,28,7,7,15,21,11,27,29,22,29,11,15,15,15,11,11,14,14,8,12,27,5,25,29,19,28,19,11,28,29,20,9,10,13,6,10,19,15,26,5,29,3,5,10,27,17
1849,9,9,29,9,8,25,27,15,14,14,28,15,28,27,15,15,11,15,26,24,15,27,10,13,9,14,27,5,9,9,2,14,14,29,15,13,6,7,25,11,14,8,3,15,22,14,25,11,14,28,14,20,28,8,14,14,14,19,6,28,3,19,14,14,5,14,11,26,15,6,6,9,9,18,5,14,14,22,14,14,6,2,20,25,22,14,25,5,6,25,6,20,18,16,6,6,6,9,6,19,8,6,6,6,2,6,25,16,14,15,8,8,22,6,2,25,6,18,5,8,22,22,6,6,6,6,6,25,6,2,14,6,15,8,6,14,14,14,22,22,5,5,24,14,14,20,6,5,6,6,6,6,27,27,27,19,19,5,8,25,7,17,3,19,13,7,7,5,9,27,14,6,14,5,5,27,28,7,24,6,9,28,7,14,19,17,27,27,27,27,13,11,19,14,4,22,25,6,27,27,2,17,6,6,8,25,6,6,19,8,19,20,20,7,6,6,10,6,21,19,29,16,19,5,28,28,22,22,8,29,15,22,6,5,21,29,5,5,5,9,14,6,5,21,21,25,25,19,2,14,29,29,8,5,21,24,24,24,9,27,6,24,24,5,12,25,25,11,22,25,26,29,29,22,22,6,15,27,29,10,22,25,20,10,21,25,15,4,19,4,19,14,28,15,7,22,27,15,8,4,9,15,11,12,28,28,7,7,28,11,17,18,27,15,15,15,11,28,15,7,5,5,21,4,15,19,8,26,29,15,15,15,11,20,11,14,9,12,27,25,9,19,11,3,9,29,28,28,20,19,14,29,9,5,19,15,14,5,9,6,5,10,5,3
1850,9,9,17,9,8,5,9,11,14,11,15,14,28,15,15,11,11,15,15,12,15,29,13,10,11,23,7,20,14,9,14,18,5,11,26,11,20,27,25,27,14,3,14,15,22,14,19,11,25,14,14,10,28,8,6,14,14,14,6,26,3,25,14,28,20,6,11,8,24,6,6,9,25,18,14,14,22,22,11,22,6,27,20,25,8,8,5,25,2,25,6,6,25,19,6,6,6,27,6,29,19,6,6,25,6,2,6,25,24,8,8,25,11,6,2,28,25,22,11,14,27,27,6,6,6,26,6,6,6,7,6,6,15,22,14,25,2,22,28,22,28,15,28,22,26,5,5,6,6,6,15,6,10,27,29,27,15,27,11,5,12,7,7,7,13,13,7,27,5,27,27,5,27,16,7,25,28,26,16,3,6,28,26,14,10,28,26,27,27,27,17,11,19,14,13,9,25,25,20,6,20,20,12,6,8,25,6,20,26,8,8,13,26,7,8,14,26,6,21,11,27,11,13,8,28,22,22,22,22,9,29,22,14,5,25,28,22,18,11,14,14,9,19,5,6,14,25,5,5,14,29,29,19,21,10,7,24,25,9,6,29,24,24,4,21,25,9,22,3,3,26,29,29,5,29,9,18,27,5,29,14,25,15,22,21,21,2,9,14,11,3,26,12,15,21,5,15,15,18,8,22,15,15,12,28,28,7,6,3,11,7,27,27,21,15,9,5,28,28,6,9,5,6,4,25,25,8,8,26,11,5,17,11,20,15,14,28,27,27,5,5,9,25,20,24,29,5,26,12,14,10,8,22,28,13,15,22,28,26,9,25,24,27,17
1851,25,26,10,9,18,25,27,8,14,14,15,14,28,9,15,8,11,29,6,21,13,14,10,28,11,15,19,5,27,9,20,23,21,26,28,9,25,19,19,11,14,10,25,19,25,6,19,11,14,22,28,20,28,28,13,14,14,19,26,6,28,6,6,14,29,14,19,8,19,6,6,29,25,6,15,14,22,22,22,2,22,5,6,20,8,22,18,22,5,5,20,6,19,16,6,6,7,6,9,16,19,8,6,6,11,6,6,20,19,8,25,14,6,6,27,14,25,5,19,14,25,5,6,15,6,6,6,6,6,15,14,19,14,19,6,6,22,9,24,5,14,5,22,22,5,5,5,14,6,17,6,27,25,29,16,14,14,9,27,9,7,9,6,6,6,13,6,19,14,27,27,27,16,7,7,8,27,25,24,19,28,28,14,28,15,16,17,9,19,6,29,15,5,14,5,27,25,25,20,4,4,20,6,5,8,25,6,20,19,8,8,6,20,25,27,25,14,6,24,5,5,4,13,5,28,5,22,22,14,5,15,9,22,27,22,22,22,19,11,5,14,9,29,19,14,14,14,14,2,14,14,8,22,19,27,5,25,26,9,6,19,25,24,4,21,25,9,8,9,3,29,29,29,5,27,15,14,26,10,29,25,24,6,27,21,21,26,19,19,8,3,12,8,28,8,28,27,15,12,5,9,19,27,12,28,28,8,29,28,11,28,19,27,27,15,5,11,28,28,15,7,10,11,5,26,19,29,29,26,18,5,12,20,14,8,5,3,12,29,5,18,19,14,9,23,29,3,3,10,13,3,9,29,14,3,15,8,28,9,28,23,24,27,29
1852,25,7,25,9,25,25,29,14,14,12,14,15,14,15,15,6,11,11,29,13,5,27,13,13,29,19,19,25,29,9,12,11,29,27,11,9,20,25,26,25,14,24,5,27,28,29,7,11,14,28,20,27,28,28,28,29,19,19,27,14,11,29,6,14,17,6,28,8,14,14,5,14,6,6,14,8,22,6,5,5,18,14,25,20,8,8,18,25,6,2,20,6,8,16,14,6,14,17,9,16,19,28,6,25,25,22,6,16,19,19,6,25,26,6,15,14,6,11,19,25,14,19,6,6,14,26,6,25,2,2,17,22,14,14,14,27,8,19,28,28,14,27,14,22,22,5,5,14,22,22,6,19,25,5,19,20,5,26,27,9,5,9,9,6,13,6,14,19,5,6,27,27,16,7,7,27,27,16,12,3,16,16,14,14,20,16,11,28,9,26,29,5,13,5,5,3,14,25,27,6,13,8,5,5,6,9,6,8,6,8,8,11,13,6,26,25,19,25,19,11,8,13,6,15,28,5,15,22,13,27,5,22,25,25,15,25,5,11,6,9,22,18,27,8,14,6,28,14,2,14,29,8,22,14,5,7,24,8,3,6,7,25,11,4,29,25,25,3,3,5,11,29,5,10,9,15,26,26,14,26,6,6,6,18,21,27,26,3,18,19,27,18,8,8,22,7,27,13,28,8,28,15,27,28,28,28,9,29,28,28,28,27,27,27,28,5,11,9,26,28,10,17,11,11,9,2,19,26,26,26,20,18,11,5,15,23,12,27,29,5,18,14,14,14,14,29,3,27,27,21,10,9,29,14,10,15,28,28,9,26,23,24,15,29
1853,17,14,27,9,11,11,8,11,14,22,14,15,28,9,15,25,20,11,3,13,8,20,13,9,11,22,29,5,14,24,12,14,27,26,11,3,19,19,27,27,14,5,27,2,29,5,24,11,11,28,10,5,28,25,27,14,16,15,28,14,14,6,25,14,27,6,20,20,20,5,6,14,28,6,14,8,22,25,24,9,18,29,2,5,5,27,9,8,6,27,29,29,21,27,25,6,14,26,8,27,27,17,6,10,25,27,27,28,10,8,7,6,11,6,6,19,8,8,25,25,5,5,6,29,6,6,12,6,8,6,6,22,8,19,14,22,22,15,19,19,5,9,28,15,14,5,5,14,22,22,6,25,28,29,16,14,14,16,27,9,9,19,6,19,13,13,3,9,27,27,27,27,9,24,7,5,12,27,27,14,6,28,25,3,6,9,9,28,26,6,13,28,19,16,13,3,25,25,27,6,20,9,27,6,7,6,6,6,19,6,8,7,13,6,26,15,6,20,20,14,8,13,13,15,25,15,19,22,5,16,5,22,28,14,15,21,22,11,14,5,24,9,19,21,3,25,25,14,10,27,29,5,22,5,29,5,8,8,3,7,29,27,24,4,25,11,13,17,3,11,6,29,22,5,22,26,23,29,5,29,10,5,10,27,27,2,26,3,9,8,25,18,12,8,8,21,15,28,28,28,28,19,17,18,28,28,9,28,19,28,7,27,27,27,28,5,5,9,26,7,9,5,11,11,15,28,19,26,26,26,5,22,6,14,26,27,15,27,29,5,8,9,8,14,14,29,28,27,15,19,10,9,29,22,19,15,27,12,9,26,10,24,27,29
1854,17,17,9,17,25,25,9,25,11,14,14,15,28,14,14,6,11,14,24,13,9,20,20,11,11,14,8,5,11,2,2,13,10,13,20,3,19,19,27,27,14,2,27,20,20,18,14,11,5,28,10,17,27,14,14,14,19,19,28,14,14,6,25,11,25,22,11,25,20,14,6,14,9,6,19,8,22,27,9,15,26,6,25,20,5,8,7,8,6,6,6,6,21,7,14,6,27,5,27,15,27,6,28,25,22,22,14,27,8,8,6,6,25,6,6,19,8,22,25,6,14,5,27,14,4,19,28,6,2,7,6,22,15,14,2,14,22,9,5,19,19,15,6,11,26,4,2,18,10,29,29,13,19,29,19,19,14,5,27,27,2,9,6,9,16,13,6,5,12,27,27,25,16,24,9,5,16,28,27,15,6,6,3,28,16,9,26,28,6,19,16,19,16,16,13,27,6,16,27,27,7,9,27,6,9,25,6,6,19,8,8,11,5,6,26,15,6,20,14,14,8,27,6,5,28,19,15,22,5,16,9,22,28,29,22,29,25,14,14,14,25,14,5,29,3,25,14,10,14,14,29,8,22,14,5,19,24,10,3,6,24,25,11,17,6,25,13,25,22,9,8,29,5,22,19,15,19,29,29,26,10,3,6,6,21,27,27,29,8,19,3,28,12,27,22,28,15,18,6,9,28,28,18,28,28,28,9,28,19,11,17,9,9,19,28,28,5,28,28,29,9,24,11,19,28,19,24,26,26,26,27,15,5,14,26,9,8,27,29,27,20,12,11,27,14,29,6,27,15,22,5,9,27,19,13,15,26,28,11,25,23,28,5,29
1855,8,14,17,5,11,11,11,14,24,14,17,14,15,9,14,9,11,14,14,13,9,20,2,6,20,15,29,27,25,2,12,14,12,13,3,27,20,25,27,27,8,5,12,28,25,14,4,10,5,20,20,14,25,25,2,14,17,28,28,25,29,14,14,14,24,19,15,8,2,22,15,14,15,28,22,8,22,9,15,5,29,6,5,6,27,28,9,8,27,6,5,19,24,8,11,6,25,27,8,28,19,11,19,14,22,4,9,8,10,27,6,25,15,9,6,22,14,19,25,6,5,5,4,29,4,6,6,6,24,5,6,8,16,14,2,14,22,19,5,13,19,15,28,14,14,7,14,14,10,29,19,19,8,5,19,27,8,16,8,27,2,9,12,6,5,13,6,5,5,5,27,27,13,6,5,6,5,25,27,25,6,6,16,28,26,27,27,28,28,3,28,28,26,27,27,27,28,16,5,4,13,20,26,25,2,6,16,26,19,6,7,20,6,6,26,3,19,2,14,14,22,13,6,5,25,5,22,19,5,14,15,22,22,6,15,25,17,19,11,22,14,9,19,29,29,25,25,10,10,15,29,8,15,14,21,5,11,8,6,6,24,24,11,29,19,25,28,15,22,13,29,6,29,5,19,6,29,29,5,14,10,3,18,24,13,27,27,26,4,21,27,3,27,18,28,22,21,19,27,9,28,28,28,28,27,27,8,28,17,17,27,27,9,15,28,5,10,28,6,29,9,13,11,9,14,19,19,26,26,26,27,12,5,26,26,27,16,27,9,15,5,15,25,8,27,29,19,27,27,22,20,13,19,19,29,13,27,11,11,26,10,28,5,29
1856,25,14,3,8,25,8,25,9,14,14,21,15,18,14,25,14,19,29,25,13,25,20,13,22,20,14,29,4,29,15,8,25,28,13,27,27,27,25,27,27,8,14,12,5,10,14,6,5,5,28,20,9,6,2,14,14,5,27,10,28,14,6,14,6,14,20,25,25,22,25,11,27,22,29,19,22,22,19,5,5,22,29,2,5,29,27,5,6,6,6,27,29,6,25,6,29,19,11,14,18,14,11,19,19,14,20,25,25,16,7,11,6,24,5,19,22,25,19,19,25,2,2,25,27,29,6,6,5,29,7,27,8,15,8,2,11,17,24,5,5,19,27,28,18,18,7,14,18,14,29,9,25,28,6,19,6,22,16,9,11,9,9,6,16,16,13,10,5,10,5,27,27,13,16,8,5,5,28,27,28,13,6,9,28,28,28,27,28,28,9,26,19,26,27,7,27,19,15,5,20,20,19,8,8,10,14,5,27,19,14,15,20,6,5,15,15,6,2,14,14,11,13,6,5,29,28,12,19,14,9,9,22,22,29,21,13,25,19,22,14,14,29,19,29,29,25,25,14,10,14,29,22,8,19,10,25,24,8,6,6,24,25,24,11,5,25,13,7,9,29,11,29,25,9,19,6,22,9,14,27,10,3,8,5,24,2,4,19,29,19,5,3,8,8,6,27,27,18,17,8,16,19,28,28,28,9,28,27,27,24,19,27,27,15,28,28,5,28,28,29,13,17,11,27,19,20,9,11,6,29,15,12,14,5,5,12,2,27,9,25,17,20,25,24,27,14,6,27,19,25,9,13,17,2,29,11,20,11,3,29,25,24,29,29
1857,9,25,15,9,11,17,29,15,14,9,14,15,9,15,14,25,14,5,29,13,9,20,2,11,7,14,29,17,14,2,13,14,10,14,27,27,27,25,27,27,18,25,28,25,28,14,24,14,5,14,20,7,7,2,14,14,3,27,10,17,25,25,28,6,14,14,25,8,6,15,15,15,28,28,19,11,22,22,24,15,25,9,5,17,29,8,29,6,6,6,20,6,27,29,9,29,11,11,9,11,19,6,19,4,14,19,25,7,15,13,22,11,5,13,6,17,25,8,14,6,2,5,8,29,20,17,28,6,7,5,29,8,20,14,11,14,17,27,5,5,14,15,28,28,14,4,5,14,29,14,6,6,5,5,19,14,22,29,9,9,9,9,6,16,13,8,6,5,25,5,27,27,27,27,8,5,11,28,28,8,26,8,16,28,26,26,27,26,17,6,14,11,14,15,13,20,11,25,22,27,20,25,8,8,14,6,6,26,8,8,6,6,8,7,6,22,14,14,10,14,22,11,6,29,5,22,15,19,29,14,28,14,5,9,29,25,26,5,14,14,14,29,15,6,3,25,25,5,5,5,29,22,8,8,4,5,24,12,19,20,29,25,24,25,5,22,9,9,22,29,8,29,10,5,24,18,10,27,14,6,5,20,21,21,24,27,27,9,29,19,5,25,8,18,18,27,27,18,27,9,19,28,28,12,18,9,28,19,19,27,19,27,9,15,28,5,9,28,28,13,4,2,11,25,19,9,25,11,24,29,17,23,5,6,21,27,2,8,9,5,13,2,11,8,27,14,14,12,5,22,9,23,19,28,29,20,25,3,5,5,10,16,26,2
1858,27,20,29,27,25,11,9,9,14,14,14,14,14,9,15,6,11,11,6,13,9,20,20,11,7,14,9,19,25,2,13,14,14,14,13,27,19,25,27,27,14,14,12,5,17,2,14,14,8,28,6,3,11,27,14,6,5,27,8,14,17,11,28,14,8,25,14,25,22,6,15,24,5,22,19,22,22,15,5,15,6,5,5,5,10,29,29,6,20,6,7,15,28,19,9,6,11,11,9,19,5,4,28,22,8,19,25,27,21,14,11,5,5,15,6,18,25,8,6,6,5,5,29,29,16,6,28,5,7,7,6,28,25,14,5,7,6,15,22,5,22,22,28,28,14,27,4,10,29,29,19,25,22,25,6,14,14,29,8,24,9,9,9,16,16,8,12,27,17,5,27,27,18,5,12,5,27,7,27,25,25,7,10,25,26,26,27,26,26,6,6,11,27,16,14,20,5,22,6,14,20,28,8,8,19,6,6,26,8,20,6,11,8,6,27,22,25,5,14,14,11,13,27,29,25,28,22,19,15,22,5,22,5,29,22,22,5,14,19,14,14,8,19,5,25,5,19,2,5,29,12,29,10,21,6,24,21,12,12,20,29,24,24,22,25,25,22,9,22,27,13,29,6,24,9,18,18,27,8,27,28,25,27,21,19,27,21,25,19,19,5,3,3,25,8,27,27,15,27,27,19,15,28,28,9,9,6,16,21,22,19,27,9,15,28,28,10,15,6,13,13,2,11,27,14,14,11,11,6,26,27,5,5,15,21,27,27,6,9,15,2,11,25,29,27,14,14,19,8,28,5,13,6,19,29,13,12,11,5,6,10,19,29,5
1859,8,14,14,5,11,11,25,14,14,11,17,15,18,9,29,6,11,29,10,13,26,27,13,13,7,14,2,19,5,11,11,11,28,13,13,27,14,25,25,27,29,14,5,16,28,8,14,14,5,28,20,3,6,6,14,6,5,11,14,17,11,15,28,6,8,14,22,14,9,22,2,25,27,29,3,22,22,5,5,14,14,5,5,5,29,22,6,6,8,29,29,15,14,28,6,19,27,27,9,21,19,26,29,8,20,11,25,19,10,14,11,14,9,29,6,5,5,5,6,25,21,25,29,20,16,15,28,5,7,29,3,28,28,8,14,25,5,27,14,20,14,22,5,3,25,5,5,21,29,22,19,13,6,14,3,14,8,10,9,8,9,9,24,16,12,19,19,9,6,28,27,27,27,16,8,5,27,7,25,5,6,7,16,28,26,19,26,26,25,9,14,11,14,13,14,26,11,22,22,20,20,8,8,7,2,9,6,6,8,6,9,11,7,5,13,22,25,25,19,14,22,27,5,15,25,22,28,15,29,22,22,22,22,26,22,5,26,5,14,14,14,5,15,6,6,25,8,27,10,5,29,22,27,8,5,24,28,13,12,13,29,27,24,25,5,25,25,29,25,28,29,29,10,20,20,18,14,27,19,2,28,25,22,15,25,27,21,19,11,11,14,3,10,6,7,27,27,15,27,5,27,15,5,27,12,10,8,17,29,27,8,27,27,15,28,5,10,28,28,19,13,21,11,6,19,25,11,11,24,26,5,23,5,19,9,21,28,27,9,15,20,8,25,25,11,14,11,29,29,25,9,9,23,28,29,13,27,25,29,5,10,19,22,2
1860,8,11,29,12,15,14,29,14,14,11,11,11,8,2,15,28,28,11,10,14,26,25,21,3,27,27,24,29,15,11,19,5,7,14,27,14,27,25,27,25,14,14,12,25,27,14,25,14,5,25,20,8,6,2,14,6,6,11,28,28,14,6,14,14,8,25,22,14,14,5,3,15,5,5,22,22,22,5,5,15,6,6,5,27,14,27,26,2,2,19,29,17,24,28,6,6,27,27,9,21,28,28,28,14,19,11,14,14,10,14,22,14,28,5,21,2,25,5,6,6,3,11,29,6,16,15,28,5,7,7,11,28,16,27,25,7,22,14,27,15,19,22,8,5,14,27,4,21,13,22,19,18,22,6,6,14,27,10,8,8,9,9,24,13,16,6,13,9,28,9,27,27,15,16,5,5,28,28,20,27,10,7,9,28,26,26,16,28,26,26,11,11,13,13,13,5,10,22,27,20,4,16,27,7,27,6,27,13,6,6,6,8,8,27,22,9,5,14,19,14,5,27,5,29,11,22,4,15,15,5,22,22,22,22,14,15,5,5,14,14,27,5,19,6,6,8,5,5,27,27,8,26,8,5,5,24,26,12,12,29,9,27,24,21,9,25,13,15,25,28,29,29,7,24,5,18,6,27,27,2,28,14,21,10,19,27,21,19,19,19,28,25,15,18,28,27,27,5,27,27,15,15,5,27,27,6,8,8,29,27,19,8,27,28,28,5,10,28,25,22,13,22,11,22,23,25,9,19,6,26,15,23,5,21,26,6,27,27,27,5,13,25,11,25,8,14,11,12,11,14,9,23,6,19,29,13,9,9,29,10,20,8,26,2
1861,8,11,14,15,15,8,27,14,14,20,15,15,12,6,15,28,11,13,14,28,3,27,13,27,7,27,27,27,21,24,4,7,7,18,13,19,14,25,2,27,29,14,19,16,20,12,14,14,5,29,20,4,9,11,14,6,14,27,28,14,14,14,28,29,8,14,14,14,15,22,14,15,9,5,6,19,22,5,26,29,6,6,27,19,6,6,29,27,6,27,27,26,24,11,6,6,27,27,8,4,25,29,19,14,13,15,25,27,10,10,20,28,6,5,25,4,25,4,24,6,28,2,20,6,3,8,15,6,14,6,11,26,19,27,11,15,27,2,15,15,22,22,19,22,28,28,27,21,3,29,20,13,19,27,14,27,27,19,8,8,7,15,24,13,6,19,6,22,23,5,29,4,6,6,5,5,28,27,16,9,9,16,9,28,26,19,19,28,17,17,27,19,27,13,27,5,16,22,27,10,16,16,27,7,7,6,19,26,6,6,9,19,19,24,5,25,15,4,19,11,5,27,27,19,5,22,4,25,29,25,22,22,22,29,18,28,5,29,6,14,8,5,8,11,27,6,14,2,5,27,29,27,21,5,5,9,26,12,10,29,16,27,21,25,9,25,22,15,22,25,29,29,14,24,27,22,14,27,27,25,11,10,22,27,21,27,21,25,19,5,5,12,18,18,28,27,27,19,26,26,26,15,27,27,12,18,8,10,27,17,11,8,9,28,15,5,28,28,6,22,27,25,11,26,14,25,11,29,6,24,21,26,10,22,19,15,21,27,15,19,14,23,12,8,27,14,6,12,29,19,9,27,7,29,29,2,19,26,29,10,10,12,17,2
