6.375,115.625,0.001558304,27.39999962
6.375,115.875,0.23983514,27.40999985
6.375,116.125,0.25302994,27.45999908
6.625,115.625,0.35522115,27.34000015
6.625,115.875,0.13735795,27.39999962
6.625,116.125,0.007312655,27.37999916
6.625,116.375,0.027062774,27.27999878
6.875,115.625,0.3291235,27.40999985
6.875,115.875,0.18966293,27.37999916
6.875,116.125,0.080129385,27.44999886
6.875,116.375,0.023183823,27.45999908
6.875,116.625,0.035835147,27.43999863
6.875,116.875,0.17368162,27.44999886
6.875,117.375,0.23805639,27.65999985
7.125,115.625,0.09724033,27.71999931
7.125,115.875,0.058207154,27.68000031
7.125,116.125,0.049661994,27.64999962
7.125,116.375,0.09455359,27.63999939
7.125,116.625,0.107715964,27.55999947
7.125,116.875,0.21465647,27.55999947
7.125,117.125,0.15088058,27.6099987
7.125,117.375,0.13891846,27.69999886
7.375,115.625,0.015417397,28
7.375,115.875,0.03304428,28.01000023
7.375,116.125,0.12608635,27.96999931
7.375,116.375,0.1799854,27.84999847
7.375,116.625,0.19069421,27.76000023
7.375,116.875,0.20436883,27.63999939
7.375,117.125,0.13010818,27.6099987
7.375,117.375,0.06423092,27.65999985
7.625,115.625,0.042918265,28.22999954
7.625,115.875,0.010129333,28.21999931
7.625,116.125,0.09599781,28.17000008
7.625,116.375,0.14217412,28.01999855
7.625,116.625,0.11799455,27.84999847
7.625,116.875,0.08651596,27.70999908
7.625,117.125,0.002107799,27.62999916
7.625,117.375,0.06393671,27.68999863
7.875,115.625,0.11377108,28.29999924
7.875,115.875,0.009200275,28.30999947
7.875,116.125,0.055073977,28.30999947
7.875,116.375,0.08626652,28.15999985
7.875,116.625,0.050879896,27.98999977
7.875,116.875,0.013200402,27.78999901
7.875,117.125,0.037134767,27.69999886
7.875,117.375,0.12301195,27.73999977
8.125,115.625,0.093535304,28.27999878
8.125,115.875,0.024685204,28.36999893
8.125,116.125,0.079312146,28.38999939
8.125,116.375,0.12664163,28.27999878
8.125,116.625,0.1435929,28.11999893
8.125,116.875,0.103791475,27.88999939
8.125,117.125,0.03844422,27.82999992
8.125,117.375,0.012828231,27.84000015
8.375,115.625,0.1586585,28.34000015
8.375,115.875,0.06643206,28.42000008
8.375,116.125,0.0784958,28.43000031
8.375,116.375,0.18493907,28.38999939
8.375,116.625,0.2564137,28.26999855
8.375,116.875,0.22854093,28.09000015
8.375,117.125,0.16218597,27.96999931
8.375,117.375,0.0989981,27.93999863
8.625,115.625,0.20094024,28.26999855
8.625,115.875,0.14301881,28.38999939
8.625,116.125,0.00759542,28.37999916
8.625,116.375,0.14381154,28.42000008
8.625,116.625,0.22963107,28.34999847
8.625,116.875,0.2574509,28.22999954
8.625,117.125,0.20953296,28.12999916
8.625,117.375,0.16322345,28.09999847
8.875,115.625,0.12439704,28.18000031
8.875,115.875,0.1691796,28.27999878
8.875,116.125,0.09465583,28.31999969
8.875,116.375,0.019908786,28.43999863
8.875,116.625,0.11084287,28.34999847
8.875,116.875,0.1668271,28.26999855
8.875,117.125,0.18717481,28.18000031
9.125,115.625,0.07096958,28.05999947
9.125,115.875,0.10960302,28.19999886
9.125,116.125,0.080341026,28.30999947
9.125,116.375,0.061463624,28.36999893
9.125,116.625,0.007331014,28.27999878
9.125,116.875,0.06315613,28.22999954
9.125,117.125,0.15197498,28.17000008
9.125,117.375,0.22823733,28.14999962
9.375,115.625,0.004840568,27.98999977
9.375,115.875,0.020891592,28.12999916
9.375,116.125,0.05378808,28.23999977
9.375,116.375,0.05845189,28.28999901
9.375,116.625,0.049216986,28.23999977
9.375,116.875,0.01204747,28.15999985
9.375,117.125,0.107364,28.13999939
9.375,117.375,0.19284576,28.1099987
