6.375,115.625,27.39999962
6.375,115.875,27.40999985
6.375,116.125,27.45999908
6.625,115.625,27.34000015
6.625,115.875,27.39999962
6.625,116.125,27.37999916
6.625,116.375,27.27999878
6.875,115.625,27.40999985
6.875,115.875,27.37999916
6.875,116.125,27.44999886
6.875,116.375,27.45999908
6.875,116.625,27.43999863
6.875,116.875,27.44999886
6.875,117.375,27.65999985
7.125,115.625,27.71999931
7.125,115.875,27.68000031
7.125,116.125,27.64999962
7.125,116.375,27.63999939
7.125,116.625,27.55999947
7.125,116.875,27.55999947
7.125,117.125,27.6099987
7.125,117.375,27.69999886
7.375,115.625,28
7.375,115.875,28.01000023
7.375,116.125,27.96999931
7.375,116.375,27.84999847
7.375,116.625,27.76000023
7.375,116.875,27.63999939
7.375,117.125,27.6099987
7.375,117.375,27.65999985
7.625,115.625,28.22999954
7.625,115.875,28.21999931
7.625,116.125,28.17000008
7.625,116.375,28.01999855
7.625,116.625,27.84999847
7.625,116.875,27.70999908
7.625,117.125,27.62999916
7.625,117.375,27.68999863
7.875,115.625,28.29999924
7.875,115.875,28.30999947
7.875,116.125,28.30999947
7.875,116.375,28.15999985
7.875,116.625,27.98999977
7.875,116.875,27.78999901
7.875,117.125,27.69999886
7.875,117.375,27.73999977
8.125,115.625,28.27999878
8.125,115.875,28.36999893
8.125,116.125,28.38999939
8.125,116.375,28.27999878
8.125,116.625,28.11999893
8.125,116.875,27.88999939
8.125,117.125,27.82999992
8.125,117.375,27.84000015
8.375,115.625,28.34000015
8.375,115.875,28.42000008
8.375,116.125,28.43000031
8.375,116.375,28.38999939
8.375,116.625,28.26999855
8.375,116.875,28.09000015
8.375,117.125,27.96999931
8.375,117.375,27.93999863
8.625,115.625,28.26999855
8.625,115.875,28.38999939
8.625,116.125,28.37999916
8.625,116.375,28.42000008
8.625,116.625,28.34999847
8.625,116.875,28.22999954
8.625,117.125,28.12999916
8.625,117.375,28.09999847
8.875,115.625,28.18000031
8.875,115.875,28.27999878
8.875,116.125,28.31999969
8.875,116.375,28.43999863
8.875,116.625,28.34999847
8.875,116.875,28.26999855
8.875,117.125,28.18000031
9.125,115.625,28.05999947
9.125,115.875,28.19999886
9.125,116.125,28.30999947
9.125,116.375,28.36999893
9.125,116.625,28.27999878
9.125,116.875,28.22999954
9.125,117.125,28.17000008
9.125,117.375,28.14999962
9.375,115.625,27.98999977
9.375,115.875,28.12999916
9.375,116.125,28.23999977
9.375,116.375,28.28999901
9.375,116.625,28.23999977
9.375,116.875,28.15999985
